Frame,Light_Context,Obstacle_Context,Carla_Agent_Action,LLM_Action,Match,LLM_Low-Level_Control,LLM_Thought
34,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
35,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
36,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
37,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
38,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
39,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
40,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
41,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
42,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
43,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
44,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
45,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
46,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
47,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
48,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
49,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
50,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
51,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
52,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
53,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
54,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
55,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
56,None,vehicle,Decelerate,Light Acceleration,False,"Throttle: 0.455, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
57,None,vehicle,Decelerate,Maintain Speed / Coasting,False,"Throttle: 0.011, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
58,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.391, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
59,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.014, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
60,None,vehicle,Decelerate,Decelerate,True,"Throttle: 0.0, Steer: -0.014, Brake: 0.3","There is a vehicle in my path, requiring me to brake or yield."
61,None,vehicle,Maintain Speed / Coasting,Light Acceleration,False,"Throttle: 0.118, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
62,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.392, Steer: -0.014, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
63,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
64,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
65,None,vehicle,Decelerate,Decelerate,True,"Throttle: 0.0, Steer: -0.014, Brake: 0.3","There is a vehicle in my path, requiring me to brake or yield."
66,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.371, Steer: -0.014, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
67,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
68,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.014, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
69,None,vehicle,Decelerate,Strong Acceleration,False,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
70,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.269, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
71,None,vehicle,Strong Acceleration,Light Acceleration,False,"Throttle: 0.367, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
72,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
73,None,vehicle,Decelerate,Strong Acceleration,False,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
74,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.181, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
75,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.368, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
76,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.014, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
77,None,vehicle,Decelerate,Decelerate,True,"Throttle: 0.0, Steer: -0.015, Brake: 0.3","There is a vehicle in my path, requiring me to brake or yield."
78,None,vehicle,Maintain Speed / Coasting,Maintain Speed / Coasting,True,"Throttle: 0.011, Steer: -0.014, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
79,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.392, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
80,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
81,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
82,None,vehicle,Decelerate,Decelerate,True,"Throttle: 0.0, Steer: -0.014, Brake: 0.3","There is a vehicle in my path, requiring me to brake or yield."
83,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.336, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
84,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
85,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
86,None,vehicle,Decelerate,Decelerate,True,"Throttle: 0.0, Steer: -0.016, Brake: 0.3","There is a vehicle in my path, requiring me to brake or yield."
87,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.223, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
88,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.394, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
89,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.014, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
90,None,vehicle,Strong Acceleration,Decelerate,False,"Throttle: 0.0, Steer: -0.016, Brake: 0.3","There is a vehicle in my path, requiring me to brake or yield."
91,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.357, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
92,None,vehicle,Strong Acceleration,Light Acceleration,False,"Throttle: 0.394, Steer: -0.017, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
93,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
94,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
95,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
96,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
97,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
98,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.017, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
99,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
100,None,vehicle,Strong Acceleration,Slight Left / Follow Curve,False,"Throttle: 0.579, Steer: -0.083, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
101,None,vehicle,Strong Acceleration,Slight Left / Follow Curve,False,"Throttle: 0.645, Steer: -0.068, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
102,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.66, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
103,None,vehicle,Strong Acceleration,Slight Left / Follow Curve,False,"Throttle: 0.633, Steer: -0.062, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
104,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.66, Steer: -0.015, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
105,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.643, Steer: -0.017, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
106,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.643, Steer: -0.017, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
107,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.006, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
108,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
109,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
110,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
111,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
112,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
113,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
114,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
115,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
116,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
117,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
118,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
119,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
120,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
121,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
122,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
123,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
124,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
125,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
126,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
127,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
128,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
129,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
130,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
131,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
132,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
133,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
134,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
135,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
136,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
137,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
138,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
139,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
140,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
141,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
142,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
143,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
144,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
145,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
146,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
147,None,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
148,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
149,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
150,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
151,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
152,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
153,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
154,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
155,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.0, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
156,None,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.642, Steer: -0.001, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
157,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.66, Steer: 0.065, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
158,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.65, Steer: 0.065, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Left'.
159,None,None,Decelerate,Slight Right / Follow Curve,False,"Throttle: 0.647, Steer: 0.056, Brake: 0.0",The path is clear. I will follow the route instruction to 'Drive Straight'.
160,None,None,Decelerate,Strong Acceleration,False,"Throttle: 0.75, Steer: -0.004, Brake: 0.0",The path is clear. I will follow the route instruction to 'Drive Straight'.
161,None,None,Decelerate,Slight Right / Follow Curve,False,"Throttle: 0.75, Steer: 0.054, Brake: 0.0",The path is clear. I will follow the route instruction to 'Drive Straight'.
162,None,None,Strong Acceleration,Slight Right / Follow Curve,False,"Throttle: 0.61, Steer: 0.052, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
163,None,None,Slight Right / Follow Curve,Light Acceleration,False,"Throttle: 0.458, Steer: 0.05, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
164,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.413, Steer: 0.052, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
165,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.458, Steer: 0.058, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
166,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.45, Steer: 0.054, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
167,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.45, Steer: 0.053, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
168,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.462, Steer: 0.054, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
169,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.463, Steer: 0.054, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
170,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.463, Steer: 0.055, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
171,None,None,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.468, Steer: 0.054, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
